[-0.7254758326485216, -0.3733412272200121, -2.047570366543367, -0.6130655412912057, 0.7906948097296621, 1.2733862297733922, 0.802807611364001, 0.6557737924997366, -0.30479152286356515, 0.1104579999111488, -0.29682604735578894, 1.2022243921034463, -0.21845910985745842, 0.2090665198243742, -1.4215767400353219, -0.8566789767042875, 0.8682513013739915, 0.7277480665270787, -1.323494759214841, 0.6740895452025151, -0.4383535064279926, 0.12506884785311073, -0.37461477505446317, -0.4027828412777659, -0.2347070199727758, -1.4360018403424775, -0.48716410613948447, 1.4977400157294658, -2.1006152793899324, 0.17566626427742707, -0.9807240327002769, -0.503257425834708, 0.332031957283738, -0.45501532583868165, -0.9198245154816008, -0.044902650143305564, 3.3307746468952657, 0.9089478332574514, -2.1120706808817555, -0.5011171980069971, 1.0311069858449537, 0.9264576024427004, -0.03670429724137264, -0.5518653295681043, -1.2303205299308069, 0.29509670569373075, -0.05538295650053323, -0.9810975465703915, -2.184041751186613, -0.909671774999034, -0.3418076477778832, -1.5293855227117212]|0.0
[0.05282713906882553, -1.0252745739679747, 0.41434497411222787, 0.9008822676325935, 0.28787927422989, -2.5686972463179, -1.1023006970445897, -1.3885246837361453, 1.1434805432219384, 0.32823892715519704, 0.8183372173617461, -0.034676768847749034, 0.8760862005666914, 0.28946049572207233, 0.3588979284923414, 0.7081899109151489, -0.06379979582716913, 1.5525018059122322, 1.2560573990878567, -0.8172357280508193, 0.6674172537088068, -0.2666795451249885, -0.10226785824857529, -1.0577594435444013, -1.0127784466611798, 0.6570987071196052, -0.584496743516114, 1.3796387669551171, 1.5983668773781892, 0.07131591086743616, -1.0666904974388471, 0.11833498357726227, -0.13723503096997494, 2.2626174615004415, -0.25016489496522387, -0.9289757874875078, 0.11992999079704306, 1.0146747021769547, -2.0654484554451384, 0.4259715323813144, -2.0732733026123253, -0.46648244652082227, 0.6511371788618115, -0.13746354797760874, -0.4462902918062118, -1.0487424836312986, -0.13104300769692562, 0.8324937278879839, -1.3419980843837152, -0.013134445399282532, -0.380481181669171, 0.3523650174129588]|0.0
[0.0689598164867448, 0.3645025399613115, 1.336549262314312, -0.29742443989908635, 0.8050235036657107, 1.9429196372338866, 0.8374704888428258, -0.9882700827420845, -0.25535719716377314, 0.24076656245836459, -0.7814833292414851, 0.24485421951510816, -0.05162092380365406, -1.0420817439044647, 0.18489781135474787, 1.9911587072208827, -0.6185020518004498, -0.5966560355072935, 0.023347484784624034, 0.934284952113769, 0.6999283956885153, 0.6854547816161771, -1.350863207797465, 0.48904818363219954, 1.0501508673879705, 0.7692400977955267, -0.1763529699582065, 1.2041526059218317, 0.028503924104740178, 0.5064666570877617, -0.3752633154829932, -0.29189523173590287, -1.2733699087922286, -1.2403791601913972, -1.081606660474559, -1.0638041228264643, 0.09877174993784368, -0.4826853425924564, -0.6494980423588042, 0.7177450273573838, 0.621054788818996, -0.22741066039161387, 0.5128604576645883, 0.5704677638352439, 0.9776563283063051, -1.4976861654532296, 0.1481262926477794, 1.0379855029379674, -0.2446925857827883, -0.14366335295894853, -0.674530210699162, 0.8660228073295415]|0.0
[-0.8884724322709285, -0.20888115475152924, -0.5983776979409795, 0.0708155369498092, 0.5315380098387318, -1.6138332556199657, -0.12748065818735027, -0.8464620499930768, -0.14619053275723193, -1.6975249107124584, -0.5503703272351707, 0.503589337944989, -0.563138994934036, -0.6248755847265739, -0.8325527184679904, 1.2727004120818266, 0.21575788935909324, 0.8968383939262158, 0.08131701592316984, 0.5566593881742712, 0.24433561532426, -1.1664015265710923, 1.6865695212541805, 2.0265425280646627, -1.1171653296428106, -1.6822206901674073, 1.7910875534834594, -0.9257473311983007, 1.059037409893304, -1.7659807431536838, -1.7567181311577544, -1.322137452195612, -0.35508202470941247, 0.5997974250886455, -0.3489275751414178, 0.23772893870054243, 2.3644237348475716, 0.22994642726654815, -0.9462324830635801, 0.04560667827594302, -0.5702082263695233, -1.2717601882270857, 0.0035314809757363216, -0.205990185271915, 4.019214551239494, -0.10502841502102848, -0.2923947545817834, -0.6572401557162639, -0.019312455940237425, 1.0622546725708366, -0.9665607652575925, 0.32421889139164295]|0.0
[0.31780046643154447, -0.04767320188381921, 1.3143558727261857, -0.4249575138591494, -1.0765508188337014, 0.6086792888187832, 0.17075445001198014, 1.5708409784588737, 0.8406667333307615, 0.16141035210144494, -0.07282165794152269, 0.498875619207446, 1.2342959244840561, 0.38733140510925074, 0.04258513207004303, -1.0809191260327378, -2.7644913967380145, -0.2710353910410537, -0.5921252031387894, 2.310997593099922, 2.1360000767723566, 1.4827354258895988, 0.31348320718745754, 1.6168325841133393, -0.5681407739873435, 1.1542578903873593, 0.4728077124167406, 0.43962218567132344, 1.3068980093045468, 0.7805162093366731, 2.0317933914728004, -0.3099586562806148, -0.00789314074571039, -0.7375521372927079, -1.4009370050905856, 1.319850903814436, -0.04970505715340241, -0.23665679288573338, 1.2439920917115408, 1.1944692160335284, -1.1744687928237716, -0.536922043768051, -0.3845462439887158, 0.469574711566776, 0.2767044876401785, 3.310690959670328, 0.4207307925450992, -0.48806312714753813, 1.6894432921098042, 1.2474157257097287, -0.043914759826590925, -1.172597730038462]|0.0
[0.534114161262331, 2.344848062077252, -1.0985947373741447, -0.9452018412963175, -1.1701316052476927, 0.017706159782827306, 0.48445187824242175, -1.3629773384324604, 0.43466387992030336, 1.2496664361200036, -0.06961106215291554, -1.6949242488529705, 1.2023576345026707, 0.7000717605123585, 0.4783228481376891, 1.1207039699887706, -0.2151564150352053, -0.9819624348093655, -0.4651974369194398, 0.29294576962809116, -0.07665271306508614, -0.10314826304718004, 0.29227848150893915, 0.5520753005646155, 0.9265403303059928, -0.004233841157338636, -0.33862127012843735, -0.5771052146630464, -0.32979490069706835, 0.24322113385481717, 0.354023895629416, 0.873470123536462, -0.6791551627297415, -0.9620722327792907, 1.0046684806097783, -1.018996716887544, 0.8002034700277507, 0.7913297575852506, -0.8906733840383203, -0.052338456542237226, 0.40565476308508436, -2.065918662472819, 1.1327343134319237, -0.4442512607764342, 0.6402197164779964, -0.16810436574972543, 2.689382585376539, -1.4125683577117152, -0.3291174873288352, -0.9344989964464105, -0.9542006246758857, -1.658213989367521]|0.0
[1.152334554952952, 0.3113187273734399, 1.47741047737787, 1.1875695286448502, 1.4907383991590675, -0.5009633433755312, -0.24036588133599776, 0.6561150434331755, -0.07059778664333519, 0.7069681070865363, -0.7924585975431464, 2.4767429421912746, -1.2877672701356746, 0.8790739368565277, -1.319396903062147, 0.3670430978181475, -1.10144726421632, -1.1827215447213006, -2.37178822657418, 0.15894335100025386, -0.22355784733948153, 0.20476473094526618, 0.4153215829570248, -0.5386037557372142, 0.029202544772497317, -1.0304690603778623, -0.06143672446930963, 0.3440196377774984, -0.999671861355408, 0.411833091812685, -1.0543520644616158, -0.017094264620750543, -0.37246566992189667, 0.2714221253274242, 2.2314406102450324, -0.7896886132615462, 1.3499640633679122, -0.1458480767262019, -1.4404480009545801, 1.8980132705752035, -1.8250941904601174, 0.5433685513566805, -0.8001216119970559, -0.7697176163085561, -0.5930402709315512, -0.07168048212055146, -1.5348369147573413, 0.7020243836155712, 0.38246468213201157, -0.8298171951727559, -0.7703705186971951, -1.1312307455000274]|0.0
[-1.3822645748444364, -0.5054281965670467, -1.4489831555681154, 0.6112635312954271, 0.40339781029026767, 0.4355599531830187, 0.33583213156808905, -1.8254634996093424, 1.13538705078455, 0.8837889304916899, 1.0292952091543834, 0.7473359193398893, -0.9360944675010164, -0.6349191910377207, 0.945794470477278, 0.3849144827257561, -0.5382918847477751, -1.7299333216286983, -0.7608104117944369, 0.9333928762769048, 0.012199695552459587, 0.4591775166528963, 1.2326181902950448, 0.6775980545543785, 1.6485845229122904, 0.4592397326358153, 1.0031791242221557, -0.6555162611230531, 1.933198141968724, 0.7297995050397645, -0.720595115406407, 0.30533887305846175, -1.4850060775901708, 0.24911142561162153, 1.9959151202912402, 1.0404489161216224, -0.4789844076228074, -1.4594761355833654, -0.5277301973601044, 0.933501655251459, -0.15701365035192655, 0.48799306131129655, -0.06609384431372413, -0.9970667521301843, 0.290772506059853, 2.0599723152364775, -1.3673983033588029, 0.18571461707376258, -0.22442646361622748, -0.09105763695151098, -1.4932004693169463, 0.8982300821234348]|0.0
[1.192009876304308, -0.14790199541102889, -1.246249312649266, 0.6594643619661877, 0.09551391632334598, -0.14295026942414743, 1.0201768849941022, 0.3307227923403043, -0.11664856262350944, 0.4903552901156793, -1.0206121168685056, -0.4093734050920903, -0.9008943260018666, -0.12820203061739016, 1.1007062284811808, -0.40065097550447665, 0.8802687617283927, 1.6139053964491377, -0.46342918765367974, 1.4677033107682151, -0.5579745841912847, -0.22037622338162344, 0.8074745763938033, -0.40502972422568195, 0.12432874325930686, -0.49812804511876463, 1.2125581824349174, -1.4666560811811566, 2.3469537147377957, 0.2666352187696757, -0.557051406072498, 1.2914394952225752, 0.46579909070889797, -1.753219828823901, 0.8902465806917056, -0.2512124588468243, -0.4240937617703232, -1.5102561361748488, -0.512448246039703, -0.20317931958975874, -0.5713333453317393, -0.02870383158812153, -0.802505754707605, 0.5444408617644629, 0.6379762865901817, 0.543711940067633, -0.15930888207580784, -0.26610914629632804, 0.22446437727491383, 1.1536407964418494, 0.09886722301924478, -1.7908890785011295]|1.0
[-1.4948124190981729, -2.5312361863173267, 0.059192570067572454, -1.1158522996546876, 0.5145152283036398, -0.613937807950699, -0.4277825989739107, 1.4499691391107343, 0.6702545188708445, 0.5075452098295662, -0.2548634536218722, -1.5606015170124408, -1.2676462389538845, -0.32715784105242063, 0.062357925045359405, -0.748273879617938, -1.4096585620227338, -0.28501603666068476, -0.39844433397622236, 0.009242335295808464, 0.8020619064461256, -0.031337389055483895, -0.01601815785753764, 0.49250089040205014, 0.38400885684859365, 0.6259286634697685, 2.081068382024204, -1.743105885132334, -0.45509441999203587, -0.05179041942226978, 1.0399889083412084, -0.5435486489891225, 1.5760997704399053, -0.594703923533751, -0.5639869936050144, -0.24373422845636428, 0.38396908057327145, 0.14453127263660992, 1.3315571804094892, -0.6063862141043141, -1.5536935614687182, 0.5102045371475443, 1.2772435680055, -1.3545411755751091, 0.3117887167905552, 2.4835989567884327, -0.039902214708799164, -0.22672745919339812, 1.2384323306433278, 0.97018543911197, 1.264408113745867, 0.527178562212641]|0.0
